,userID,movieID,rating,timestamp
790,11,50,5.0,1391658537
791,11,70,1.0,1391656827
792,11,126,4.0,1391657561
793,11,169,3.0,1391657297
794,11,296,5.0,1391658423
795,11,778,4.5,1391658505
796,11,785,3.5,1391656845
797,11,923,5.0,1391658556
798,11,1027,4.5,1391658634
799,11,1201,5.0,1391658440
800,11,1408,5.0,1391658667
801,11,1918,3.0,1391657062
802,11,2042,3.5,1391657376
803,11,2596,4.5,1391657543
804,11,2762,3.0,1391658583
805,11,3424,3.0,1391657112
806,11,5669,3.0,1391658601
807,11,6598,5.0,1391657861
808,11,26614,5.0,1391658574
809,11,48516,5.0,1391658450
810,11,51084,4.0,1391657605
811,11,58295,4.5,1391657459
812,11,71211,3.5,1391657720
813,11,77455,4.5,1391658141
814,11,79132,4.0,1391658115
815,11,80489,4.5,1391658399
816,11,80906,3.0,1391658137
817,11,81158,4.0,1391658210
818,11,81562,3.5,1391658218
819,11,88129,4.0,1391658385
820,11,91500,4.5,1391658311
821,11,91529,4.5,1391658125
822,11,91548,4.0,1391658270
823,11,96079,4.0,1391658186
824,11,96861,4.0,1391657924
825,11,97938,4.0,1391657610
826,11,104841,5.0,1391658157
827,11,106487,5.0,1391657798
1150,15,913,4.0,1416119525
1253,15,1283,3.0,1416120074
1618,15,3285,2.0,1416119608
1624,15,3316,1.5,1416119948
1691,15,3755,1.5,1416119541
1752,15,4019,2.0,1416119589
1813,15,4388,3.0,1416119736
1851,15,4823,2.5,1416119762
1885,15,5110,1.5,1416119882
1890,15,5171,0.5,1416119747
1901,15,5291,3.5,1416120007
1905,15,5299,0.5,1416119542
1957,15,5816,1.0,1416119666
1978,15,6059,2.0,1416119908
1979,15,6155,0.5,1416119753
1980,15,6157,0.5,1416119690
1982,15,6188,3.5,1416119611
1987,15,6283,1.0,1416119893
2012,15,6586,3.0,1416119958
2031,15,6879,2.5,1416119807
2060,15,7173,0.5,1416119886
2067,15,7325,0.5,1416119755
2076,15,7445,1.5,1416119694
2077,15,7451,3.5,1416119705
2094,15,8464,3.0,1416119547
2108,15,8781,0.5,1416119915
2130,15,26587,5.0,1416120087
2143,15,30812,0.5,1416119604
2144,15,30825,1.5,1416119717
2156,15,34150,1.0,1416119744
2165,15,36529,1.0,1416119600
2172,15,40583,2.0,1416119810
2173,15,40815,1.5,1416119662
2188,15,45517,0.5,1416119707
2191,15,45720,1.5,1416119790
2192,15,45722,2.0,1416120304
2193,15,45728,0.5,1416119889
2198,15,46970,2.0,1416119963
2203,15,48043,0.5,1416119898
2229,15,54001,2.0,1416119677
2235,15,55247,1.0,1416120041
2238,15,55442,2.5,1416119972
2242,15,56174,1.0,1416119594
2246,15,56782,1.0,1416119686
2265,15,60074,1.0,1416119795
2282,15,64839,1.0,1416119731
2283,15,64957,1.5,1416119711
2307,15,69306,2.0,1389440855
2400,15,88125,3.0,1416120053
2470,15,97938,2.5,1389482906
2473,15,98809,0.5,1416119923
2484,15,100383,1.0,1400818425
2493,15,101864,3.5,1400818444
2496,15,102125,2.0,1389482894
2499,15,102880,0.5,1400818394
2517,15,106489,2.0,1389440765
2518,15,106782,3.5,1416120264
2519,15,106916,1.5,1416120141
2520,15,106920,4.5,1416119571
2524,15,108188,2.0,1416120159
2528,15,108932,1.5,1407125286
2531,15,109374,1.0,1416119568
2533,15,109673,1.5,1416120169
2536,15,110102,4.0,1416120131
2537,15,110127,0.5,1416120162
2538,15,110553,0.5,1416120149
2539,15,110730,1.0,1416120159
2543,15,111362,3.5,1416120099
2544,15,111364,4.0,1400818348
2545,15,111443,4.0,1407125275
2547,15,111759,4.5,1416120100
2549,15,112138,3.5,1407125270
2552,15,112370,3.5,1416120171
2555,15,112623,4.0,1407125273
2557,15,112852,4.5,1416119564
2564,15,114635,4.0,1416120202
6657,38,16,4.5,1389771630
6658,38,47,4.0,1416075134
6659,38,110,4.0,1390332781
6660,38,293,4.5,1389806635
6661,38,296,5.0,1389730389
6662,38,306,4.5,1389721577
6663,38,318,4.5,1389722765
6664,38,356,4.5,1390465407
6665,38,364,4.0,1389806534
6666,38,365,4.5,1389721943
6667,38,367,3.0,1416075151
6668,38,527,4.5,1392361524
6669,38,588,4.0,1389806512
6670,38,590,3.5,1389806500
6671,38,593,4.5,1392361495
6672,38,778,4.0,1389806694
6673,38,838,4.5,1389721548
6674,38,858,4.5,1389722583
6675,38,926,4.5,1416074954
6676,38,1078,4.5,1389721750
6677,38,1080,4.0,1389806738
6678,38,1136,4.0,1389722713
6679,38,1172,4.5,1389867840
6680,38,1213,4.0,1416075195
6681,38,1221,4.5,1389722598
6682,38,1244,4.0,1389721555
6683,38,1289,4.5,1389723752
6684,38,1682,4.0,1416075214
6685,38,1704,3.5,1416075186
6686,38,2000,3.0,1416075336
6687,38,2025,3.0,1389721837
6688,38,2068,5.0,1389722661
6689,38,2075,4.5,1389722398
6690,38,2092,3.5,1389721935
6691,38,2131,4.5,1389771994
6692,38,2194,3.0,1416075365
6693,38,2324,4.5,1389723398
6694,38,2571,4.0,1416075122
6695,38,2641,4.0,1389721528
6696,38,2686,4.0,1389721611
6697,38,2750,4.0,1389721880
6698,38,2858,4.0,1389722718
6699,38,2959,4.0,1389722656
6700,38,3328,5.0,1389721692
6701,38,3578,4.5,1416075166
6702,38,3677,5.0,1389723727
6703,38,4114,5.0,1389772593
6704,38,4226,4.5,1389722696
6705,38,4422,4.5,1389727818
6706,38,4862,3.5,1390248633
6707,38,4936,3.5,1389722066
6708,38,4973,4.0,1389722650
6709,38,4993,4.0,1389806551
6710,38,4995,4.5,1416075239
6711,38,5349,4.0,1416075232
6712,38,5418,4.5,1416075296
6713,38,5952,4.5,1416075161
6714,38,6107,5.0,1389772624
6715,38,6365,3.0,1416075350
6716,38,6539,4.0,1416075210
6717,38,6870,4.5,1389771156
6718,38,6874,4.0,1416075281
6719,38,6953,4.5,1390248823
6720,38,7063,4.5,1389724072
6721,38,7089,5.0,1389722376
6722,38,7153,4.5,1389722731
6723,38,7234,4.0,1416074901
6724,38,7327,4.5,1389727905
6725,38,7396,4.5,1389771972
6726,38,7438,3.5,1416075321
6727,38,7936,4.5,1389727866
6728,38,7941,5.0,1389727843
