,userID,movieID,rating,timestamp
1060,15,372,3.0,1465793100
1065,15,429,1.0,1465955324
1179,15,1100,2.5,1458506296
1257,15,1289,4.0,1465793922
1277,15,1385,3.0,1458506268
1328,15,1689,4.5,1465880892
1341,15,1752,3.5,1469330699
1343,15,1754,3.5,1460076717
1347,15,1792,3.0,1458506454
1351,15,1816,2.5,1465881179
1355,15,1836,2.0,1469330727
1359,15,1862,2.0,1469330647
1364,15,1895,2.5,1469330584
1396,15,2025,2.0,1465881239
1426,15,2269,2.5,1465881227
1429,15,2282,0.5,1469330645
1443,15,2334,3.0,1469330601
1455,15,2387,3.5,1465880711
1460,15,2406,3.5,1458506447
1476,15,2539,2.5,1465880194
1480,15,2568,0.5,1469330735
1516,15,2717,3.5,1465793437
1517,15,2718,1.5,1469330590
1551,15,2976,2.0,1469330578
1587,15,3146,1.5,1460076724
1644,15,3476,4.5,1465881233
1647,15,3484,0.5,1465880417
1660,15,3552,2.0,1465880183
1666,15,3577,3.5,1465954636
1681,15,3707,5.0,1465881231
1828,15,4642,1.5,1469330631
1864,15,4914,4.0,1465880321
1865,15,4958,1.0,1469330599
1903,15,5296,1.5,1465880704
1906,15,5308,2.5,1465794274
1910,15,5346,3.5,1465954627
1913,15,5364,2.5,1465881201
1977,15,6037,3.0,1465954655
2001,15,6433,3.0,1465793939
2020,15,6773,1.0,1465881072
2032,15,6885,1.0,1465954640
2037,15,6944,4.0,1465794270
2049,15,7010,3.5,1465954687
2069,15,7346,3.0,1465954961
2088,15,8264,4.0,1465793979
2097,15,8531,1.5,1465880288
2116,15,8917,4.0,1465880526
2166,15,37386,2.0,1465954599
2176,15,44004,1.0,1465880318
2180,15,44555,1.0,1465794625
2184,15,44788,4.0,1465793925
2190,15,45672,1.5,1465794277
2202,15,47999,2.5,1465793916
2212,15,49286,2.5,1465880683
2244,15,56563,4.0,1465793961
2254,15,59126,4.0,1465793918
2285,15,65802,0.5,1465880993
2288,15,66203,1.0,1465880257
2289,15,66596,1.5,1465880651
2301,15,68324,1.0,1465954712
2309,15,69436,0.5,1465880996
2311,15,69524,4.0,1458506351
2317,15,70862,2.5,1465793997
2319,15,71264,1.5,1465794388
2320,15,71282,2.5,1465793912
2321,15,71462,3.0,1465793920
2324,15,71838,2.0,1465880969
2335,15,76077,2.0,1458506610
2343,15,78209,3.0,1458506646
2349,15,79185,2.5,1458506381
2350,15,79242,2.5,1465880302
2355,15,80126,1.0,1465794431
2359,15,80862,2.5,1465793930
2366,15,81834,2.0,1458506571
2371,15,82854,0.5,1465880518
2378,15,84374,2.5,1465880243
2387,15,86833,4.0,1458506593
2388,15,86882,2.5,1458506580
2389,15,86898,3.5,1458507263
2390,15,86911,0.5,1458505901
2391,15,87222,4.0,1458506624
2396,15,87485,1.0,1458507259
2398,15,87869,2.5,1458506136
2409,15,89470,1.5,1458506641
2423,15,90870,0.5,1465880427
2434,15,92420,1.5,1465880962
2439,15,93721,2.0,1458507291
2453,15,95199,0.5,1465880715
2464,15,96737,2.5,1458506349
2471,15,98122,0.5,1465793928
2475,15,99007,1.0,1465880234
2476,15,99112,3.5,1458506339
2482,15,100083,0.5,1465880648
2487,15,100581,1.5,1465793952
2491,15,101112,0.5,1465880292
2492,15,101362,3.0,1465880371
2495,15,102123,1.5,1458506656
2500,15,102903,1.0,1458506599
2503,15,103249,0.5,1465794267
2504,15,103253,1.0,1465954520
2505,15,103372,1.0,1465880282
2506,15,103810,1.5,1465880264
2507,15,104211,3.5,1458506673
2508,15,104241,1.0,1458506703
2521,15,107348,0.5,1465881258
2525,15,108190,0.5,1458506323
2526,15,108689,0.5,1465954590
2527,15,108729,1.0,1465954969
2529,15,108945,1.0,1458506369
2530,15,109187,0.5,1465794437
2534,15,109687,2.5,1465793948
2540,15,110771,2.0,1465880696
2556,15,112788,1.0,1465880699
2559,15,113345,0.5,1465794105
2563,15,114180,1.0,1465793290
2572,15,116799,0.5,1465794406
2583,15,121171,3.0,1465793971
2584,15,121231,4.5,1458507341
2586,15,122886,3.5,1458505928
2587,15,122890,3.0,1466051442
2591,15,122904,1.0,1458505916
2592,15,122920,3.0,1465793115
2593,15,122924,2.5,1465793601
2595,15,128360,2.5,1458505982
2597,15,130452,2.0,1458506093
2598,15,130490,0.5,1465794100
