,userID,movieID,rating,timestamp
972,15,21,4.5,1058249528
980,15,47,5.0,1054449816
985,15,82,5.0,1044220302
1000,15,157,2.0,1052896975
1010,15,176,4.0,1046209579
1012,15,185,2.0,1052896916
1018,15,215,4.5,1054449903
1033,15,265,1.0,1058250479
1038,15,300,4.0,1054449869
1041,15,308,4.0,1052897100
1042,15,316,3.0,1052896866
1049,15,342,3.0,1058250589
1054,15,356,1.0,1058250631
1055,15,357,3.5,1058250490
1061,15,373,3.5,1054449871
1069,15,440,2.5,1058250627
1109,15,610,3.0,1052896916
1115,15,674,3.0,1052896916
1116,15,680,2.0,1052896867
1126,15,778,4.0,1054450167
1135,15,803,4.5,1054450008
1142,15,899,5.0,1058250570
1148,15,911,4.0,1058250459
1151,15,914,1.5,1058250501
1158,15,926,3.0,1044219825
1159,15,931,1.0,1058250466
1168,15,1060,4.0,1054450184
1181,15,1120,1.0,1055439464
1187,15,1171,4.0,1054449673
1205,15,1207,3.0,1044347743
1209,15,1211,1.5,1058250487
1213,15,1215,1.5,1054271469
1214,15,1217,2.0,1055439440
1223,15,1230,3.0,1044347881
1224,15,1231,4.0,1054450216
1226,15,1234,4.0,1054450238
1249,15,1272,3.5,1054450246
1250,15,1276,2.5,1054450208
1252,15,1281,1.0,1063565335
1263,15,1303,2.0,1054450251
1268,15,1334,2.0,1052896916
1271,15,1356,2.0,1052896819
1280,15,1393,3.5,1058250612
1282,15,1396,4.0,1055439459
1283,15,1405,3.0,1052897043
1298,15,1527,1.0,1052896819
1308,15,1584,4.0,1052896685
1318,15,1639,4.0,1054449877
1322,15,1653,3.0,1052896685
1323,15,1663,3.0,1058250115
1325,15,1676,4.0,1052896916
1337,15,1732,3.5,1054449676
1354,15,1834,3.5,1058250734
1356,15,1845,4.0,1052897012
1362,15,1883,4.0,1052897043
1363,15,1889,3.0,1054449827
1365,15,1897,1.5,1054450597
1367,15,1909,2.0,1052896819
1369,15,1914,3.5,1054449899
1370,15,1917,2.0,1052896916
1371,15,1921,4.0,1052896819
1372,15,1923,4.5,1054449908
1374,15,1950,3.0,1058249502
1383,15,1968,4.0,1052897128
1386,15,2000,3.0,1052896975
1390,15,2010,3.0,1052896685
1391,15,2011,3.0,1044219825
1392,15,2012,1.0,1046209705
1393,15,2018,2.0,1044347881
1401,15,2060,2.0,1052896975
1405,15,2105,4.0,1052896867
1406,15,2108,4.5,1058250482
1412,15,2140,3.0,1052896819
1421,15,2231,3.0,1052897043
1424,15,2248,3.5,1054449665
1430,15,2288,3.0,1052896740
1433,15,2294,2.0,1052897012
1436,15,2311,2.0,1052896916
1438,15,2318,4.5,1054449678
1441,15,2329,1.0,1054450149
1446,15,2351,1.0,1044347881
1459,15,2405,3.0,1052897012
1461,15,2407,3.0,1052896819
1485,15,2579,2.5,1054449822
1499,15,2657,2.0,1052896819
1520,15,2726,2.5,1054450195
1529,15,2795,3.5,1065197456
1538,15,2890,4.0,1054450160
1544,15,2918,4.0,1054449710
1548,15,2952,1.0,1054449851
1553,15,2985,3.0,1052896740
1568,15,3033,4.0,1052896867
1570,15,3044,3.0,1058250603
1572,15,3060,4.0,1052896975
1585,15,3129,3.5,1054449917
1586,15,3134,1.0,1044347881
1602,15,3210,5.0,1054449670
1610,15,3261,4.0,1058250521
1614,15,3267,3.0,1063565307
1622,15,3301,4.0,1044348420
1630,15,3361,3.0,1054449689
1637,15,3421,1.5,1063565279
1639,15,3435,2.5,1054450188
1642,15,3462,1.5,1063565329
1654,15,3527,3.0,1052896819
1675,15,3634,2.0,1044347881
1707,15,3852,3.0,1044348420
1709,15,3861,3.0,1044348492
1721,15,3948,5.0,1044348382
1744,15,4006,3.0,1052896916
1748,15,4014,2.0,1044348492
1751,15,4018,1.0,1044348492
1757,15,4025,1.0,1044348492
1769,15,4079,4.0,1052896685
1780,15,4210,4.5,1061496845
1818,15,4450,2.0,1054774846
1839,15,4718,4.0,1044348492
1842,15,4723,3.5,1054449465
1843,15,4727,3.0,1052896975
1844,15,4728,4.0,1044348492
1846,15,4734,1.0,1044348420
1849,15,4776,2.5,1054449369
1852,15,4844,2.0,1044348492
1853,15,4848,2.0,1054449351
1856,15,4881,1.5,1054449340
1858,15,4888,3.0,1054449355
1861,15,4901,4.0,1054449484
1866,15,4963,4.0,1044348382
1876,15,5010,4.5,1054449333
1879,15,5026,2.0,1041532617
1880,15,5060,1.5,1054450221
1882,15,5071,5.0,1044348382
1888,15,5135,4.0,1044348382
1899,15,5279,0.5,1054449705
1908,15,5319,3.5,1054449455
1919,15,5410,2.0,1052896740
1931,15,5478,2.0,1052896819
1937,15,5508,3.0,1054503542
1944,15,5577,2.5,1054513297
1948,15,5630,1.5,1055439475
1951,15,5669,4.0,1046209630
1955,15,5792,4.0,1054449327
1956,15,5809,3.0,1052906939
1959,15,5878,1.0,1066591270
1961,15,5902,4.0,1044220069
1976,15,6025,3.0,1046209643
1981,15,6180,1.0,1046209705
1983,15,6203,3.0,1046209705
1985,15,6271,4.0,1052897100
1991,15,6303,2.5,1055439424
1994,15,6333,3.0,1052896685
1995,15,6365,1.0,1054271424
1997,15,6377,1.0,1061496771
2002,15,6440,3.5,1054449659
2003,15,6442,3.5,1055439392
2004,15,6464,2.5,1056617566
2005,15,6502,3.5,1058249439
2007,15,6534,2.0,1061496778
2008,15,6537,2.5,1058249457
2009,15,6539,3.5,1061496766
2010,15,6547,1.0,1061496761
2018,15,6711,3.5,1065197251
2024,15,6820,2.5,1067797435
2027,15,6870,3.5,1068955127
2029,15,6874,1.0,1067797349
5062,30,45,3.0,1060795346
5788,30,3897,4.0,1055788141
5804,30,4022,4.0,1055788174
5833,30,4226,3.0,1055785445
5917,30,4898,4.0,1055788107
5938,30,5120,4.0,1055791286
5967,30,5364,4.0,1060013900
5977,30,5502,3.0,1046105730
5988,30,5670,4.0,1060013921
6005,30,5812,5.0,1042494862
6013,30,5900,3.5,1060013944
6014,30,5902,4.0,1045502600
6021,30,5945,4.0,1046106724
6023,30,5959,3.0,1060736279
6029,30,5991,5.0,1043686934
6031,30,6027,4.0,1042495022
6032,30,6084,3.0,1043687080
6033,30,6096,3.0,1043687080
6034,30,6101,2.0,1043687080
6035,30,6103,2.0,1043687080
6036,30,6115,3.0,1043687014
6037,30,6127,4.0,1043687015
6038,30,6180,3.0,1055798065
6039,30,6186,2.0,1046106675
6040,30,6212,3.0,1049142071
6041,30,6233,3.0,1048704049
6042,30,6234,3.0,1048704049
6043,30,6237,4.0,1055798009
6044,30,6238,4.0,1049142167
6045,30,6240,3.0,1049142157
6046,30,6263,3.0,1049142105
6047,30,6281,4.0,1049749056
6048,30,6308,4.0,1049749117
6049,30,6318,3.0,1049749117
6050,30,6345,4.0,1055797910
6051,30,6413,3.5,1055797818
6052,30,6419,5.0,1055788249
6053,30,6422,4.0,1055797845
6054,30,6436,5.0,1055788276
6055,30,6440,4.0,1055797723
6056,30,6452,5.0,1055788246
6057,30,6473,4.0,1055797789
6058,30,6565,4.5,1060013871
15256,99,4019,3.0,1044786615
15263,99,4380,5.0,1044786697
15265,99,4881,4.0,1044786543
15267,99,4993,5.0,1044786919
15271,99,5952,4.0,1044786919
15272,99,5991,5.0,1044754204
19013,128,1,5.0,1049690031
19014,128,2,4.0,1049685256
19015,128,3,2.0,1049682634
19016,128,4,3.0,1049682515
19017,128,7,5.0,1049683873
19018,128,8,4.0,1049685242
19019,128,25,2.0,1049683567
